[2024-03-13 09:40:25,999][12256] Saving configuration to /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/config.json...
[2024-03-13 14:25:38,276][12256] Fps is (10 sec: 39321.6, 60 sec: 69905.0, 300 sec: 73311.5). Total num frames: 1293287424. Throughput: 0: 76066.7. Samples: 1294607900. Policy #0 lag: (min: 0.0, avg: 10.6, max: 24.0)
[2024-03-13 14:25:38,276][12256] Avg episode reward: [(0, '0.848')]
[2024-03-13 14:25:43,276][12256] Fps is (10 sec: 52428.9, 60 sec: 72089.7, 300 sec: 73311.5). Total num frames: 1293549568. Throughput: 0: 76384.5. Samples: 1295074600. Policy #0 lag: (min: 0.0, avg: 10.6, max: 24.0)
[2024-03-13 14:25:43,276][12256] Avg episode reward: [(0, '1.064')]
[2024-03-13 14:25:44,461][12483] Updated weights for policy 0, policy_version 9870 (0.0009)
[2024-03-13 14:25:48,276][12256] Fps is (10 sec: 78642.9, 60 sec: 74274.1, 300 sec: 74200.1). Total num frames: 1294073856. Throughput: 0: 75962.2. Samples: 1295526400. Policy #0 lag: (min: 0.0, avg: 6.6, max: 23.0)
[2024-03-13 14:25:48,276][12256] Avg episode reward: [(0, '0.734')]
[2024-03-13 14:25:53,276][12256] Fps is (10 sec: 104857.6, 60 sec: 76458.7, 300 sec: 75088.7). Total num frames: 1294598144. Throughput: 0: 75573.3. Samples: 1295754000. Policy #0 lag: (min: 0.0, avg: 10.6, max: 25.0)
[2024-03-13 14:25:53,276][12256] Avg episode reward: [(0, '0.841')]
[2024-03-13 14:25:56,035][12483] Updated weights for policy 0, policy_version 9880 (0.0013)
[2024-03-13 14:25:58,276][12256] Fps is (10 sec: 104858.0, 60 sec: 78643.2, 300 sec: 75533.0). Total num frames: 1295122432. Throughput: 0: 75244.5. Samples: 1296204400. Policy #0 lag: (min: 0.0, avg: 10.6, max: 25.0)
[2024-03-13 14:25:58,276][12256] Avg episode reward: [(0, '0.879')]
[2024-03-13 14:26:03,276][12256] Fps is (10 sec: 78642.9, 60 sec: 78643.2, 300 sec: 75088.7). Total num frames: 1295384576. Throughput: 0: 75708.8. Samples: 1296661400. Policy #0 lag: (min: 0.0, avg: 12.1, max: 26.0)
[2024-03-13 14:26:03,276][12256] Avg episode reward: [(0, '0.660')]
[2024-03-13 14:26:08,276][12256] Fps is (10 sec: 52428.8, 60 sec: 76458.6, 300 sec: 74644.4). Total num frames: 1295646720. Throughput: 0: 75851.2. Samples: 1296882600. Policy #0 lag: (min: 0.0, avg: 12.1, max: 26.0)
[2024-03-13 14:26:08,276][12256] Avg episode reward: [(0, '1.278')]
[2024-03-13 14:26:13,276][12256] Fps is (10 sec: 52428.7, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1295908864. Throughput: 0: 75237.7. Samples: 1297308500. Policy #0 lag: (min: 0.0, avg: 8.7, max: 32.0)
[2024-03-13 14:26:13,276][12256] Avg episode reward: [(0, '0.960')]
[2024-03-13 14:26:16,581][12483] Updated weights for policy 0, policy_version 9890 (0.0009)
[2024-03-13 14:26:18,276][12256] Fps is (10 sec: 91750.3, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1296564224. Throughput: 0: 74404.4. Samples: 1297731300. Policy #0 lag: (min: 0.0, avg: 8.7, max: 32.0)
[2024-03-13 14:26:18,276][12256] Avg episode reward: [(0, '1.115')]
[2024-03-13 14:26:23,276][12256] Fps is (10 sec: 104857.7, 60 sec: 74274.2, 300 sec: 75088.7). Total num frames: 1296957440. Throughput: 0: 74131.1. Samples: 1297943800. Policy #0 lag: (min: 0.0, avg: 8.9, max: 21.0)
[2024-03-13 14:26:23,276][12256] Avg episode reward: [(0, '1.225')]
[2024-03-13 14:26:23,288][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000009895_1296957440.pth...
[2024-03-13 14:26:23,365][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000009758_1279000576.pth
[2024-03-13 14:26:28,276][12256] Fps is (10 sec: 65535.5, 60 sec: 72089.5, 300 sec: 74644.4). Total num frames: 1297219584. Throughput: 0: 73762.1. Samples: 1298393900. Policy #0 lag: (min: 0.0, avg: 8.4, max: 21.0)
[2024-03-13 14:26:28,276][12256] Avg episode reward: [(0, '0.594')]
[2024-03-13 14:26:33,276][12256] Fps is (10 sec: 52429.0, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1297481728. Throughput: 0: 74240.1. Samples: 1298867200. Policy #0 lag: (min: 0.0, avg: 8.4, max: 21.0)
[2024-03-13 14:26:33,276][12256] Avg episode reward: [(0, '1.288')]
[2024-03-13 14:26:34,304][12483] Updated weights for policy 0, policy_version 9900 (0.0013)
[2024-03-13 14:26:38,276][12256] Fps is (10 sec: 52429.3, 60 sec: 74274.2, 300 sec: 73755.8). Total num frames: 1297743872. Throughput: 0: 74368.9. Samples: 1299100600. Policy #0 lag: (min: 0.0, avg: 9.5, max: 25.0)
[2024-03-13 14:26:38,276][12256] Avg episode reward: [(0, '0.919')]
[2024-03-13 14:26:43,276][12256] Fps is (10 sec: 65535.5, 60 sec: 76458.6, 300 sec: 74644.4). Total num frames: 1298137088. Throughput: 0: 74726.5. Samples: 1299567100. Policy #0 lag: (min: 0.0, avg: 9.5, max: 25.0)
[2024-03-13 14:26:43,277][12256] Avg episode reward: [(0, '1.110')]
[2024-03-13 14:26:48,276][12256] Fps is (10 sec: 91750.5, 60 sec: 76458.7, 300 sec: 75533.0). Total num frames: 1298661376. Throughput: 0: 74142.3. Samples: 1299997800. Policy #0 lag: (min: 0.0, avg: 9.0, max: 30.0)
[2024-03-13 14:26:48,276][12256] Avg episode reward: [(0, '1.047')]
[2024-03-13 14:26:49,834][12483] Updated weights for policy 0, policy_version 9910 (0.0010)
[2024-03-13 14:26:53,276][12256] Fps is (10 sec: 117964.1, 60 sec: 78643.0, 300 sec: 76421.6). Total num frames: 1299316736. Throughput: 0: 74095.3. Samples: 1300216900. Policy #0 lag: (min: 0.0, avg: 9.0, max: 30.0)
[2024-03-13 14:26:53,276][12256] Avg episode reward: [(0, '1.144')]
[2024-03-13 14:26:58,276][12256] Fps is (10 sec: 78642.8, 60 sec: 72089.5, 300 sec: 75533.0). Total num frames: 1299447808. Throughput: 0: 74037.8. Samples: 1300640200. Policy #0 lag: (min: 0.0, avg: 9.0, max: 30.0)
[2024-03-13 14:26:58,276][12256] Avg episode reward: [(0, '1.003')]
[2024-03-13 14:27:03,276][12256] Fps is (10 sec: 52428.9, 60 sec: 74274.0, 300 sec: 75088.7). Total num frames: 1299841024. Throughput: 0: 74564.3. Samples: 1301086700. Policy #0 lag: (min: 0.0, avg: 11.2, max: 28.0)
[2024-03-13 14:27:03,277][12256] Avg episode reward: [(0, '0.850')]
[2024-03-13 14:27:08,276][12256] Fps is (10 sec: 65536.4, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1300103168. Throughput: 0: 74844.5. Samples: 1301311800. Policy #0 lag: (min: 0.0, avg: 7.5, max: 22.0)
[2024-03-13 14:27:08,276][12256] Avg episode reward: [(0, '1.113')]
[2024-03-13 14:27:10,156][12483] Updated weights for policy 0, policy_version 9920 (0.0009)
[2024-03-13 14:27:13,276][12256] Fps is (10 sec: 65536.7, 60 sec: 76458.7, 300 sec: 73755.8). Total num frames: 1300496384. Throughput: 0: 75115.7. Samples: 1301774100. Policy #0 lag: (min: 0.0, avg: 7.5, max: 22.0)
[2024-03-13 14:27:13,276][12256] Avg episode reward: [(0, '0.549')]
[2024-03-13 14:27:18,276][12256] Fps is (10 sec: 78642.9, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1300889600. Throughput: 0: 74817.7. Samples: 1302234000. Policy #0 lag: (min: 0.0, avg: 8.8, max: 29.0)
[2024-03-13 14:27:18,276][12256] Avg episode reward: [(0, '0.793')]
[2024-03-13 14:27:23,276][12256] Fps is (10 sec: 78643.0, 60 sec: 72089.6, 300 sec: 75088.7). Total num frames: 1301282816. Throughput: 0: 74693.3. Samples: 1302461800. Policy #0 lag: (min: 0.0, avg: 8.8, max: 29.0)
[2024-03-13 14:27:23,276][12256] Avg episode reward: [(0, '0.534')]
[2024-03-13 14:27:28,063][12483] Updated weights for policy 0, policy_version 9930 (0.0009)
[2024-03-13 14:27:28,276][12256] Fps is (10 sec: 65536.0, 60 sec: 72089.7, 300 sec: 74644.4). Total num frames: 1301544960. Throughput: 0: 74251.2. Samples: 1302908400. Policy #0 lag: (min: 0.0, avg: 9.4, max: 28.0)
[2024-03-13 14:27:28,276][12256] Avg episode reward: [(0, '0.778')]
[2024-03-13 14:27:33,276][12256] Fps is (10 sec: 78643.0, 60 sec: 76458.6, 300 sec: 75533.0). Total num frames: 1302069248. Throughput: 0: 74559.9. Samples: 1303353000. Policy #0 lag: (min: 0.0, avg: 9.4, max: 28.0)
[2024-03-13 14:27:33,276][12256] Avg episode reward: [(0, '0.976')]
[2024-03-13 14:27:38,276][12256] Fps is (10 sec: 91750.7, 60 sec: 78643.2, 300 sec: 75088.7). Total num frames: 1302462464. Throughput: 0: 74724.7. Samples: 1303579500. Policy #0 lag: (min: 0.0, avg: 12.8, max: 31.0)
[2024-03-13 14:27:38,276][12256] Avg episode reward: [(0, '0.703')]
[2024-03-13 14:27:43,276][12256] Fps is (10 sec: 65536.3, 60 sec: 76458.8, 300 sec: 75088.7). Total num frames: 1302724608. Throughput: 0: 75600.1. Samples: 1304042200. Policy #0 lag: (min: 0.0, avg: 12.8, max: 31.0)
[2024-03-13 14:27:43,276][12256] Avg episode reward: [(0, '1.282')]
[2024-03-13 14:27:43,643][12483] Updated weights for policy 0, policy_version 9940 (0.0018)
[2024-03-13 14:27:48,276][12256] Fps is (10 sec: 78643.2, 60 sec: 76458.7, 300 sec: 75088.7). Total num frames: 1303248896. Throughput: 0: 75235.8. Samples: 1304472300. Policy #0 lag: (min: 0.0, avg: 11.4, max: 29.0)
[2024-03-13 14:27:48,276][12256] Avg episode reward: [(0, '1.033')]
[2024-03-13 14:27:53,276][12256] Fps is (10 sec: 91750.2, 60 sec: 72089.7, 300 sec: 74644.4). Total num frames: 1303642112. Throughput: 0: 74428.8. Samples: 1304661100. Policy #0 lag: (min: 0.0, avg: 10.5, max: 21.0)
[2024-03-13 14:27:53,276][12256] Avg episode reward: [(0, '1.117')]
[2024-03-13 14:27:58,276][12256] Fps is (10 sec: 65536.0, 60 sec: 74274.2, 300 sec: 74644.4). Total num frames: 1303904256. Throughput: 0: 73653.4. Samples: 1305088500. Policy #0 lag: (min: 0.0, avg: 10.5, max: 21.0)
[2024-03-13 14:27:58,276][12256] Avg episode reward: [(0, '0.982')]
[2024-03-13 14:28:02,273][12483] Updated weights for policy 0, policy_version 9950 (0.0009)
[2024-03-13 14:28:03,276][12256] Fps is (10 sec: 52428.8, 60 sec: 72089.7, 300 sec: 74644.4). Total num frames: 1304166400. Throughput: 0: 73468.9. Samples: 1305540100. Policy #0 lag: (min: 0.0, avg: 10.5, max: 28.0)
[2024-03-13 14:28:03,276][12256] Avg episode reward: [(0, '1.051')]
[2024-03-13 14:28:08,276][12256] Fps is (10 sec: 52428.1, 60 sec: 72089.4, 300 sec: 74200.1). Total num frames: 1304428544. Throughput: 0: 73651.0. Samples: 1305776100. Policy #0 lag: (min: 0.0, avg: 10.5, max: 28.0)
[2024-03-13 14:28:08,277][12256] Avg episode reward: [(0, '0.656')]
[2024-03-13 14:28:13,276][12256] Fps is (10 sec: 65535.9, 60 sec: 72089.6, 300 sec: 73755.8). Total num frames: 1304821760. Throughput: 0: 74248.9. Samples: 1306249600. Policy #0 lag: (min: 0.0, avg: 9.6, max: 30.0)
[2024-03-13 14:28:13,276][12256] Avg episode reward: [(0, '0.853')]
[2024-03-13 14:28:18,276][12256] Fps is (10 sec: 78644.1, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1305214976. Throughput: 0: 73924.5. Samples: 1306679600. Policy #0 lag: (min: 0.0, avg: 9.6, max: 30.0)
[2024-03-13 14:28:18,276][12256] Avg episode reward: [(0, '1.209')]
[2024-03-13 14:28:19,840][12483] Updated weights for policy 0, policy_version 9960 (0.0009)
[2024-03-13 14:28:23,276][12256] Fps is (10 sec: 104857.1, 60 sec: 76458.6, 300 sec: 75533.0). Total num frames: 1305870336. Throughput: 0: 73448.7. Samples: 1306884700. Policy #0 lag: (min: 0.0, avg: 9.4, max: 20.0)
[2024-03-13 14:28:23,276][12256] Avg episode reward: [(0, '0.997')]
[2024-03-13 14:28:23,288][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000009963_1305870336.pth...
[2024-03-13 14:28:23,374][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000009826_1287913472.pth
[2024-03-13 14:28:28,276][12256] Fps is (10 sec: 104857.8, 60 sec: 78643.2, 300 sec: 75533.0). Total num frames: 1306263552. Throughput: 0: 72651.2. Samples: 1307311500. Policy #0 lag: (min: 0.0, avg: 12.6, max: 31.0)
[2024-03-13 14:28:28,276][12256] Avg episode reward: [(0, '0.997')]
[2024-03-13 14:28:33,276][12256] Fps is (10 sec: 78643.9, 60 sec: 76458.7, 300 sec: 75977.3). Total num frames: 1306656768. Throughput: 0: 73473.3. Samples: 1307778600. Policy #0 lag: (min: 0.0, avg: 12.6, max: 31.0)
[2024-03-13 14:28:33,276][12256] Avg episode reward: [(0, '0.993')]
[2024-03-13 14:28:36,652][12483] Updated weights for policy 0, policy_version 9970 (0.0009)
[2024-03-13 14:28:38,276][12256] Fps is (10 sec: 52428.7, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1306787840. Throughput: 0: 74751.2. Samples: 1308024900. Policy #0 lag: (min: 0.0, avg: 9.0, max: 32.0)
[2024-03-13 14:28:38,276][12256] Avg episode reward: [(0, '0.993')]
[2024-03-13 14:28:43,276][12256] Fps is (10 sec: 39321.4, 60 sec: 72089.6, 300 sec: 72867.1). Total num frames: 1307049984. Throughput: 0: 75482.1. Samples: 1308485200. Policy #0 lag: (min: 0.0, avg: 9.0, max: 32.0)
[2024-03-13 14:28:43,276][12256] Avg episode reward: [(0, '0.632')]
[2024-03-13 14:28:48,276][12256] Fps is (10 sec: 65535.9, 60 sec: 69905.0, 300 sec: 73311.5). Total num frames: 1307443200. Throughput: 0: 74988.9. Samples: 1308914600. Policy #0 lag: (min: 0.0, avg: 6.5, max: 18.0)
[2024-03-13 14:28:48,276][12256] Avg episode reward: [(0, '0.589')]
[2024-03-13 14:28:53,265][12483] Updated weights for policy 0, policy_version 9980 (0.0010)
[2024-03-13 14:28:53,276][12256] Fps is (10 sec: 104858.0, 60 sec: 74274.2, 300 sec: 74644.4). Total num frames: 1308098560. Throughput: 0: 74604.6. Samples: 1309133300. Policy #0 lag: (min: 0.0, avg: 6.5, max: 18.0)
[2024-03-13 14:28:53,276][12256] Avg episode reward: [(0, '0.397')]
[2024-03-13 14:28:58,276][12256] Fps is (10 sec: 91750.5, 60 sec: 74274.1, 300 sec: 75533.0). Total num frames: 1308360704. Throughput: 0: 74353.4. Samples: 1309595500. Policy #0 lag: (min: 0.0, avg: 11.7, max: 32.0)
[2024-03-13 14:28:58,276][12256] Avg episode reward: [(0, '0.474')]
[2024-03-13 14:29:03,276][12256] Fps is (10 sec: 78643.2, 60 sec: 78643.2, 300 sec: 75977.3). Total num frames: 1308884992. Throughput: 0: 75057.8. Samples: 1310057200. Policy #0 lag: (min: 0.0, avg: 11.7, max: 32.0)
[2024-03-13 14:29:03,276][12256] Avg episode reward: [(0, '1.081')]
[2024-03-13 14:29:08,276][12256] Fps is (10 sec: 91750.4, 60 sec: 80827.9, 300 sec: 75977.3). Total num frames: 1309278208. Throughput: 0: 75686.8. Samples: 1310290600. Policy #0 lag: (min: 0.0, avg: 12.5, max: 27.0)
[2024-03-13 14:29:08,276][12256] Avg episode reward: [(0, '0.766')]
[2024-03-13 14:29:12,918][12483] Updated weights for policy 0, policy_version 9990 (0.0009)
[2024-03-13 14:29:13,276][12256] Fps is (10 sec: 52428.7, 60 sec: 76458.7, 300 sec: 74644.4). Total num frames: 1309409280. Throughput: 0: 76451.0. Samples: 1310751800. Policy #0 lag: (min: 0.0, avg: 12.5, max: 27.0)
[2024-03-13 14:29:13,276][12256] Avg episode reward: [(0, '0.836')]
[2024-03-13 14:29:18,276][12256] Fps is (10 sec: 52428.4, 60 sec: 76458.6, 300 sec: 74200.1). Total num frames: 1309802496. Throughput: 0: 74864.3. Samples: 1311147500. Policy #0 lag: (min: 1.0, avg: 6.8, max: 17.0)
[2024-03-13 14:29:18,276][12256] Avg episode reward: [(0, '0.347')]
[2024-03-13 14:29:23,276][12256] Fps is (10 sec: 104857.2, 60 sec: 76458.7, 300 sec: 74644.4). Total num frames: 1310457856. Throughput: 0: 74513.2. Samples: 1311378000. Policy #0 lag: (min: 1.0, avg: 9.1, max: 23.0)
[2024-03-13 14:29:23,276][12256] Avg episode reward: [(0, '0.828')]
[2024-03-13 14:29:26,279][12483] Updated weights for policy 0, policy_version 10000 (0.0014)
[2024-03-13 14:29:28,276][12256] Fps is (10 sec: 91750.8, 60 sec: 74274.1, 300 sec: 75533.0). Total num frames: 1310720000. Throughput: 0: 74777.8. Samples: 1311850200. Policy #0 lag: (min: 1.0, avg: 9.1, max: 23.0)
[2024-03-13 14:29:28,276][12256] Avg episode reward: [(0, '0.828')]
[2024-03-13 14:29:33,276][12256] Fps is (10 sec: 39321.8, 60 sec: 69905.0, 300 sec: 73755.8). Total num frames: 1310851072. Throughput: 0: 76086.6. Samples: 1312338500. Policy #0 lag: (min: 1.0, avg: 9.1, max: 23.0)
[2024-03-13 14:29:33,276][12256] Avg episode reward: [(0, '0.828')]
[2024-03-13 14:29:38,276][12256] Fps is (10 sec: 39321.7, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1311113216. Throughput: 0: 76266.7. Samples: 1312565300. Policy #0 lag: (min: 0.0, avg: 11.4, max: 29.0)
[2024-03-13 14:29:38,276][12256] Avg episode reward: [(0, '0.911')]
[2024-03-13 14:29:43,276][12256] Fps is (10 sec: 65535.2, 60 sec: 74274.0, 300 sec: 74200.1). Total num frames: 1311506432. Throughput: 0: 75517.5. Samples: 1312993800. Policy #0 lag: (min: 0.0, avg: 7.4, max: 17.0)
[2024-03-13 14:29:43,277][12256] Avg episode reward: [(0, '0.416')]
[2024-03-13 14:29:47,394][12483] Updated weights for policy 0, policy_version 10010 (0.0009)
[2024-03-13 14:29:48,276][12256] Fps is (10 sec: 91750.3, 60 sec: 76458.7, 300 sec: 74644.4). Total num frames: 1312030720. Throughput: 0: 74555.6. Samples: 1313412200. Policy #0 lag: (min: 0.0, avg: 7.4, max: 17.0)
[2024-03-13 14:29:48,276][12256] Avg episode reward: [(0, '1.009')]
[2024-03-13 14:29:53,276][12256] Fps is (10 sec: 117965.3, 60 sec: 76458.6, 300 sec: 75533.0). Total num frames: 1312686080. Throughput: 0: 74235.4. Samples: 1313631200. Policy #0 lag: (min: 0.0, avg: 11.5, max: 29.0)
[2024-03-13 14:29:53,276][12256] Avg episode reward: [(0, '1.002')]
[2024-03-13 14:29:58,276][12256] Fps is (10 sec: 104857.7, 60 sec: 78643.2, 300 sec: 75977.3). Total num frames: 1313079296. Throughput: 0: 74091.2. Samples: 1314085900. Policy #0 lag: (min: 0.0, avg: 11.5, max: 29.0)
[2024-03-13 14:29:58,276][12256] Avg episode reward: [(0, '0.603')]
[2024-03-13 14:30:01,200][12483] Updated weights for policy 0, policy_version 10020 (0.0013)
[2024-03-13 14:30:03,276][12256] Fps is (10 sec: 65536.2, 60 sec: 74274.1, 300 sec: 75533.0). Total num frames: 1313341440. Throughput: 0: 74797.8. Samples: 1314513400. Policy #0 lag: (min: 0.0, avg: 10.3, max: 23.0)
[2024-03-13 14:30:03,276][12256] Avg episode reward: [(0, '0.926')]
[2024-03-13 14:30:08,276][12256] Fps is (10 sec: 39321.4, 60 sec: 69905.0, 300 sec: 74644.4). Total num frames: 1313472512. Throughput: 0: 74489.0. Samples: 1314730000. Policy #0 lag: (min: 0.0, avg: 10.3, max: 23.0)
[2024-03-13 14:30:08,276][12256] Avg episode reward: [(0, '0.953')]
[2024-03-13 14:30:13,276][12256] Fps is (10 sec: 39321.6, 60 sec: 72089.6, 300 sec: 73755.8). Total num frames: 1313734656. Throughput: 0: 73668.8. Samples: 1315165300. Policy #0 lag: (min: 0.0, avg: 7.8, max: 21.0)
[2024-03-13 14:30:13,276][12256] Avg episode reward: [(0, '0.397')]
[2024-03-13 14:30:18,276][12256] Fps is (10 sec: 65536.3, 60 sec: 72089.7, 300 sec: 73311.5). Total num frames: 1314127872. Throughput: 0: 72288.9. Samples: 1315591500. Policy #0 lag: (min: 0.0, avg: 7.8, max: 21.0)
[2024-03-13 14:30:18,276][12256] Avg episode reward: [(0, '0.954')]
[2024-03-13 14:30:22,016][12483] Updated weights for policy 0, policy_version 10030 (0.0008)
[2024-03-13 14:30:23,276][12256] Fps is (10 sec: 104857.6, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1314783232. Throughput: 0: 72291.0. Samples: 1315818400. Policy #0 lag: (min: 0.0, avg: 6.4, max: 16.0)
[2024-03-13 14:30:23,277][12256] Avg episode reward: [(0, '1.053')]
[2024-03-13 14:30:23,289][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000010031_1314783232.pth...
[2024-03-13 14:30:23,388][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000009895_1296957440.pth
[2024-03-13 14:30:28,276][12256] Fps is (10 sec: 91750.4, 60 sec: 72089.6, 300 sec: 74644.4). Total num frames: 1315045376. Throughput: 0: 73135.8. Samples: 1316284900. Policy #0 lag: (min: 0.0, avg: 6.4, max: 16.0)
[2024-03-13 14:30:28,276][12256] Avg episode reward: [(0, '0.808')]
[2024-03-13 14:30:33,276][12256] Fps is (10 sec: 65536.3, 60 sec: 76458.7, 300 sec: 75088.7). Total num frames: 1315438592. Throughput: 0: 74013.3. Samples: 1316742800. Policy #0 lag: (min: 0.0, avg: 11.8, max: 30.0)
[2024-03-13 14:30:33,276][12256] Avg episode reward: [(0, '0.392')]
[2024-03-13 14:30:38,276][12256] Fps is (10 sec: 52428.6, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1315569664. Throughput: 0: 74291.2. Samples: 1316974300. Policy #0 lag: (min: 0.0, avg: 11.8, max: 30.0)
[2024-03-13 14:30:38,276][12256] Avg episode reward: [(0, '0.392')]
[2024-03-13 14:30:41,274][12483] Updated weights for policy 0, policy_version 10040 (0.0009)
[2024-03-13 14:30:43,276][12256] Fps is (10 sec: 65535.6, 60 sec: 76458.7, 300 sec: 74644.4). Total num frames: 1316093952. Throughput: 0: 74224.3. Samples: 1317426000. Policy #0 lag: (min: 0.0, avg: 11.1, max: 29.0)
[2024-03-13 14:30:43,276][12256] Avg episode reward: [(0, '0.696')]
[2024-03-13 14:30:48,276][12256] Fps is (10 sec: 91750.8, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1316487168. Throughput: 0: 73831.2. Samples: 1317835800. Policy #0 lag: (min: 0.0, avg: 11.1, max: 29.0)
[2024-03-13 14:30:48,276][12256] Avg episode reward: [(0, '0.486')]
[2024-03-13 14:30:53,276][12256] Fps is (10 sec: 91750.8, 60 sec: 72089.7, 300 sec: 74200.1). Total num frames: 1317011456. Throughput: 0: 73588.9. Samples: 1318041500. Policy #0 lag: (min: 0.0, avg: 9.2, max: 22.0)
[2024-03-13 14:30:53,276][12256] Avg episode reward: [(0, '1.180')]
[2024-03-13 14:30:55,150][12483] Updated weights for policy 0, policy_version 10050 (0.0013)
[2024-03-13 14:30:58,276][12256] Fps is (10 sec: 91750.2, 60 sec: 72089.6, 300 sec: 74644.4). Total num frames: 1317404672. Throughput: 0: 73764.5. Samples: 1318484700. Policy #0 lag: (min: 0.0, avg: 9.2, max: 22.0)
[2024-03-13 14:30:58,276][12256] Avg episode reward: [(0, '0.881')]
[2024-03-13 14:31:03,276][12256] Fps is (10 sec: 52428.8, 60 sec: 69905.1, 300 sec: 74200.1). Total num frames: 1317535744. Throughput: 0: 74819.9. Samples: 1318958400. Policy #0 lag: (min: 0.0, avg: 9.2, max: 23.0)
[2024-03-13 14:31:03,276][12256] Avg episode reward: [(0, '1.031')]
[2024-03-13 14:31:08,276][12256] Fps is (10 sec: 52428.9, 60 sec: 74274.2, 300 sec: 74644.4). Total num frames: 1317928960. Throughput: 0: 74949.0. Samples: 1319191100. Policy #0 lag: (min: 0.0, avg: 9.2, max: 23.0)
[2024-03-13 14:31:08,276][12256] Avg episode reward: [(0, '0.669')]
[2024-03-13 14:31:13,276][12256] Fps is (10 sec: 52428.5, 60 sec: 72089.6, 300 sec: 72867.1). Total num frames: 1318060032. Throughput: 0: 75131.0. Samples: 1319665800. Policy #0 lag: (min: 0.0, avg: 6.7, max: 17.0)
[2024-03-13 14:31:13,277][12256] Avg episode reward: [(0, '1.237')]
[2024-03-13 14:31:16,166][12483] Updated weights for policy 0, policy_version 10060 (0.0009)
[2024-03-13 14:31:18,276][12256] Fps is (10 sec: 78643.2, 60 sec: 76458.7, 300 sec: 73755.8). Total num frames: 1318715392. Throughput: 0: 74588.9. Samples: 1320099300. Policy #0 lag: (min: 0.0, avg: 6.7, max: 17.0)
[2024-03-13 14:31:18,276][12256] Avg episode reward: [(0, '1.098')]
[2024-03-13 14:31:23,276][12256] Fps is (10 sec: 117965.5, 60 sec: 74274.2, 300 sec: 74644.4). Total num frames: 1319239680. Throughput: 0: 74495.6. Samples: 1320326600. Policy #0 lag: (min: 0.0, avg: 8.3, max: 19.0)
[2024-03-13 14:31:23,276][12256] Avg episode reward: [(0, '1.004')]
[2024-03-13 14:31:28,276][12256] Fps is (10 sec: 91749.8, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1319632896. Throughput: 0: 74182.2. Samples: 1320764200. Policy #0 lag: (min: 0.0, avg: 8.3, max: 19.0)
[2024-03-13 14:31:28,276][12256] Avg episode reward: [(0, '0.883')]
[2024-03-13 14:31:31,042][12483] Updated weights for policy 0, policy_version 10070 (0.0009)
[2024-03-13 14:31:33,276][12256] Fps is (10 sec: 78643.1, 60 sec: 76458.6, 300 sec: 75533.0). Total num frames: 1320026112. Throughput: 0: 75502.1. Samples: 1321233400. Policy #0 lag: (min: 0.0, avg: 12.5, max: 31.0)
[2024-03-13 14:31:33,276][12256] Avg episode reward: [(0, '1.030')]
[2024-03-13 14:31:38,276][12256] Fps is (10 sec: 65536.1, 60 sec: 78643.2, 300 sec: 75088.7). Total num frames: 1320288256. Throughput: 0: 76084.4. Samples: 1321465300. Policy #0 lag: (min: 0.0, avg: 12.5, max: 31.0)
[2024-03-13 14:31:38,276][12256] Avg episode reward: [(0, '0.500')]
[2024-03-13 14:31:43,276][12256] Fps is (10 sec: 52428.8, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1320550400. Throughput: 0: 75955.5. Samples: 1321902700. Policy #0 lag: (min: 0.0, avg: 9.5, max: 29.0)
[2024-03-13 14:31:43,277][12256] Avg episode reward: [(0, '0.391')]
[2024-03-13 14:31:48,276][12256] Fps is (10 sec: 78643.4, 60 sec: 76458.6, 300 sec: 73755.8). Total num frames: 1321074688. Throughput: 0: 74682.2. Samples: 1322319100. Policy #0 lag: (min: 0.0, avg: 9.5, max: 29.0)
[2024-03-13 14:31:48,276][12256] Avg episode reward: [(0, '1.120')]
[2024-03-13 14:31:50,095][12483] Updated weights for policy 0, policy_version 10080 (0.0014)
